Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
157,20,3,-1.069119436254559,-0.24697289007938608,1,2,0,1,1,0,0,8,2,1,3,3,5,7,1950,1950,2,0,2,1,1,0.0,1,3,2,0,1,0,0,0,0,0,0,0,2,2,1,1,-0.41276977597557846,0,0,-0.41276977597557846,0,0,1,0,2,1,1,5,4,0,1,2,1950.0,1,2,625,2,3,2,0,0,0,0,0,0,0,3,2,0,6,2006,2,3,-0.10911468396304572,0,0,0
158,60,3,-0.8882234356918257,-0.21510602240302013,1,2,0,1,1,1,0,19,2,1,3,5,8,5,2009,2010,0,0,10,10,2,84.0,2,3,4,4,3,1,5,0,5,0,774,774,2,4,1,3,-0.44762961615968927,1194,0,-0.3479504910700635,0,0,2,1,4,1,3,8,4,1,4,5,2009.0,3,3,680,2,3,2,0,75,0,0,0,0,0,3,2,0,5,2010,3,4,-0.07616153210986613,0,0,0
159,60,4,-0.8593844203891732,-0.21248269318134347,1,2,0,1,1,1,0,18,2,1,3,5,7,5,2004,2005,0,0,10,10,1,0.0,2,3,4,3,3,1,6,222,5,0,769,991,2,4,1,3,-0.4182289361473416,956,0,-0.3489406299026018,0,0,2,1,3,1,2,8,4,1,4,4,2004.0,2,2,678,2,3,2,0,136,0,0,0,0,0,0,2,0,5,2010,2,3,-0.07807213516216818,0,0,0
160,60,3,-0.770081367354397,-0.18823841268503616,1,2,1,3,1,1,0,13,2,1,3,5,7,5,2005,2006,0,0,10,10,2,456.0,2,3,4,3,3,2,6,57,5,0,1335,1392,2,4,1,3,-0.3815523769018242,1070,0,-0.32795737737651476,1,0,2,1,4,1,2,9,4,1,4,4,2006.0,2,2,576,2,3,2,239,132,0,168,0,0,0,3,2,0,3,2006,3,4,-0.07036619494431354,0,0,0
161,20,3,-1.0028194197605125,-0.2196463650018762,1,2,1,1,1,4,0,11,2,1,3,3,6,6,1984,1984,0,0,7,7,1,0.0,1,3,4,3,3,1,2,660,5,0,572,1232,2,2,1,3,-0.39427474928634115,0,0,-0.39427474928634115,0,0,2,0,3,1,1,6,4,0,1,4,1984.0,1,2,516,2,3,2,0,0,0,0,0,0,0,3,2,0,6,2008,2,3,-0.09411009808277773,1,0,0
162,60,3,-0.8284008430017494,-0.2074706322232279,1,2,1,1,1,0,0,21,2,1,3,5,9,5,2003,2004,0,0,10,10,2,664.0,2,3,4,4,3,3,6,1016,5,0,556,1572,2,4,1,3,-0.3693516967866171,1096,0,-0.32108349363466304,1,0,2,1,3,1,3,10,4,2,4,5,2003.0,3,3,726,2,3,2,400,0,0,0,0,0,0,3,2,0,3,2008,2,3,-0.062054909389625476,0,0,0
163,20,3,-0.8769224538629165,-0.21423497688317858,1,2,0,1,1,1,0,21,2,1,3,3,7,5,2005,2005,0,0,10,10,2,226.0,2,3,4,3,3,2,2,1201,5,0,340,1541,2,4,1,3,-0.3713190579992542,0,0,-0.3713190579992542,0,0,2,0,3,1,2,7,4,1,4,4,2005.0,2,2,532,2,3,2,0,70,0,0,0,0,0,3,2,0,5,2010,3,4,-0.08319914909479369,0,0,0
164,45,3,-1.1148800309985962,-0.2653179091436624,1,2,0,1,1,0,0,4,2,1,3,2,4,6,1956,1956,0,0,4,3,1,0.0,1,3,2,2,3,1,5,0,5,0,882,882,2,4,1,3,-0.43178001371294406,0,0,-0.43178001371294406,0,0,1,0,1,1,1,4,4,0,1,0,1980.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,4,2007,2,3,-0.11144918391243239,0,0,1
165,40,1,-1.3225674644556782,-0.26661086571134424,1,1,0,1,1,1,0,4,2,1,3,3,6,7,1926,2004,0,0,4,3,1,0.0,1,2,1,2,3,2,3,370,5,0,779,1149,2,3,1,2,-0.4017661512194624,467,0,-0.3666444327445955,0,0,2,0,3,1,2,5,4,0,1,2,1926.0,1,1,216,2,3,2,0,0,183,0,0,0,0,3,2,0,10,2007,2,3,-0.09658442463472026,0,0,0
166,190,3,-1.0528165196698125,-0.22543420056550953,1,2,0,1,1,0,0,5,2,1,0,1,5,7,1940,1999,0,0,2,1,1,0.0,1,2,1,2,3,1,4,351,2,181,112,644,2,3,1,3,-0.44233316494221603,547,0,-0.38431766016433516,1,0,2,0,4,2,1,6,4,0,1,0,1980.0,0,0,0,0,0,2,140,0,0,0,0,0,0,3,2,0,9,2008,2,3,-0.1032192215730912,0,0,1
167,20,3,-1.0028194197605125,-0.22191738195052033,1,2,1,1,1,0,0,17,2,1,3,3,5,5,1955,1993,2,0,2,1,1,0.0,2,3,2,2,3,1,3,379,1,768,470,1617,2,4,1,2,-0.35284275112505986,0,0,-0.35284275112505986,1,0,1,0,2,1,1,7,4,3,4,4,1955.0,3,1,303,2,3,2,476,0,0,0,142,0,0,0,2,0,11,2009,0,3,-0.08841676570644495,1,0,0
168,60,3,-0.9128538359082422,-0.22274779595959945,1,2,0,1,1,0,0,21,2,1,3,5,8,5,2007,2007,0,0,10,10,4,300.0,2,3,4,4,3,1,6,1288,5,0,294,1582,2,4,1,3,-0.36700792219721784,551,0,-0.3394442881970887,1,0,1,1,3,1,3,8,4,1,4,4,2007.0,3,3,789,2,3,2,178,120,0,0,0,0,0,3,2,0,11,2007,3,4,-0.06978629297994791,0,0,0
169,60,3,-1.0528165196698125,-0.23817388095115322,1,2,1,1,1,0,0,13,2,1,3,5,7,5,2004,2004,0,0,10,10,1,0.0,2,3,4,3,3,1,5,0,5,0,840,840,2,4,1,3,-0.43761615203717164,880,0,-0.3606096686023418,0,0,2,1,3,1,2,7,4,1,4,4,2004.0,3,2,440,2,3,2,100,48,0,0,0,0,0,3,2,0,5,2007,2,3,-0.08967264820316319,0,0,0
170,20,3,-1.0028194197605125,-0.1964029233212764,1,2,1,1,1,1,0,19,2,1,3,3,8,6,1981,1981,2,1,7,7,2,653.0,2,3,2,3,3,1,5,0,5,0,1686,1686,2,2,1,3,-0.3613377642128062,0,0,-0.3613377642128062,0,0,2,1,2,1,1,6,4,1,3,4,1981.0,2,2,511,2,3,2,574,64,0,0,0,0,0,3,2,0,1,2006,2,3,-0.08194516943831107,1,0,0
171,50,1,-1.0028194197605125,-0.2133935299190907,1,2,1,1,1,0,0,4,1,1,3,1,5,6,1941,1950,0,0,4,3,1,0.0,1,3,2,2,3,1,1,360,5,0,360,720,2,2,1,3,-0.4356279437041632,0,528,-0.38229016645699515,0,0,1,1,2,1,1,7,4,0,1,2,1991.0,1,2,660,2,3,2,237,0,0,0,0,0,0,3,2,0,5,2007,2,3,-0.1029204120966573,1,0,0
172,20,3,-0.7561634050113761,-0.16306672064234293,1,2,1,1,1,1,0,8,2,1,3,3,6,5,1960,1960,2,0,8,7,4,112.0,1,3,2,2,4,4,2,639,5,0,441,1080,2,1,1,3,-0.3642652007513507,0,0,-0.3642652007513507,1,0,1,0,3,1,1,7,4,2,4,4,1960.0,3,2,528,2,3,1,210,62,0,0,0,0,0,3,2,0,5,2010,2,3,-0.08400979106602252,0,0,0
173,160,3,-1.2524485500416564,-0.26785363273870627,1,2,1,1,1,0,0,20,2,1,4,5,7,7,1987,1987,0,0,6,6,1,0.0,2,2,4,3,4,1,6,495,2,215,354,1064,2,3,1,3,-0.4102192687237756,703,0,-0.3580356845010015,1,0,2,0,2,1,2,5,4,1,3,4,1987.0,2,2,504,3,3,2,441,35,0,0,0,0,0,3,2,0,6,2006,2,3,-0.08030109381326646,0,0,0
174,20,3,-0.9406881137783641,-0.22488645262846094,1,2,1,1,1,0,0,8,2,1,3,3,6,5,1961,1961,0,0,3,4,0,491.0,1,3,2,2,3,1,4,288,2,374,700,1362,2,2,1,3,-0.38378695799979634,0,0,-0.38378695799979634,1,0,1,1,3,1,1,6,4,1,3,4,1961.0,1,2,504,2,3,2,0,20,0,0,0,0,0,3,2,0,6,2008,0,3,-0.09399690848936063,0,0,0
175,20,3,-1.2082997735892025,-0.21311941207936705,1,2,1,1,1,0,0,19,2,1,3,3,6,5,1986,1986,0,0,10,7,4,132.0,1,3,2,3,2,1,4,1398,3,208,0,1606,2,2,1,3,-0.36455849857341494,0,0,-0.36455849857341494,1,0,2,0,3,1,1,7,2,1,3,4,1986.0,3,2,616,2,3,2,192,0,0,0,0,0,0,3,2,0,11,2008,2,3,-0.08957423557299811,0,0,0
176,20,3,-0.9217423241424862,-0.212190568932488,1,2,0,1,1,1,0,5,2,1,3,3,6,7,1950,2001,0,0,3,4,1,0.0,1,3,2,2,4,3,4,477,5,0,725,1202,2,2,1,3,-0.33956894506588775,0,0,-0.33956894506588775,1,0,2,0,4,1,2,7,4,1,4,4,1950.0,1,2,576,2,3,2,0,29,39,0,0,0,0,2,2,0,6,2007,2,3,-0.07972466804542512,0,0,0
177,60,3,-0.869722435125261,-0.22590239448754443,1,2,1,1,1,1,0,17,2,1,3,5,6,5,1988,1989,0,0,7,7,2,268.0,2,3,4,3,3,1,6,831,5,0,320,1151,2,2,1,3,-0.4003602905783252,896,0,-0.3437678740561273,0,1,2,1,4,1,1,8,4,1,3,4,1988.0,1,2,521,2,3,2,0,228,0,0,192,0,0,3,2,0,9,2007,2,3,-0.08467406274406539,0,0,0
178,50,3,-1.0028194197605125,-0.20763004417802447,1,2,0,1,1,0,0,6,2,1,3,1,5,5,1958,1958,0,0,4,3,1,0.0,2,2,2,2,3,1,4,57,1,441,554,1052,2,4,1,3,-0.3925687064554714,668,0,-0.350234095040031,1,0,2,0,4,1,2,8,4,1,4,4,1958.0,1,2,451,2,3,2,0,0,0,0,0,0,0,3,2,0,7,2006,2,3,-0.0919193822512727,1,0,0
179,20,3,-1.0450354164949829,-0.19397857975428634,1,2,1,1,1,4,0,20,2,1,3,3,9,5,2008,2009,2,0,10,10,4,748.0,3,3,4,4,3,1,6,1904,5,0,312,2216,2,4,1,3,-0.33647771786868924,0,0,-0.33647771786868924,1,0,2,0,1,1,3,9,4,1,4,4,2009.0,3,3,1166,2,3,2,0,60,0,0,0,0,0,3,2,0,7,2009,3,4,-0.05583713309521316,0,0,0
180,30,1,-1.069119436254559,-0.23607443567765476,1,2,0,1,1,0,0,4,2,1,3,3,5,6,1923,2006,0,0,2,1,1,0.0,2,3,2,2,3,1,5,0,5,0,968,968,2,2,1,3,-0.4209171233426939,0,0,-0.4209171233426939,0,0,1,0,2,1,1,5,4,0,1,2,1935.0,1,2,480,1,3,0,0,0,184,0,0,0,0,3,2,0,7,2007,2,3,-0.11269926008418094,0,0,0
181,160,4,-1.0028194197605125,-0.341295217724317,1,2,0,1,1,0,0,18,2,1,1,5,6,5,2000,2000,0,0,4,3,2,456.0,2,3,4,3,3,1,6,436,5,0,320,756,2,4,1,3,-0.4484350633961559,756,0,-0.37235476922297994,0,0,2,1,3,1,2,5,4,1,3,2,2000.0,1,2,440,2,3,2,0,0,0,0,0,0,0,3,2,0,6,2007,2,3,-0.09098084546065242,1,0,0
182,70,3,-1.1250292992400204,-0.24352986038619598,1,2,0,1,1,0,0,16,2,1,3,5,7,6,1920,1950,0,0,5,2,1,0.0,1,3,1,1,3,1,3,352,5,0,441,793,2,3,1,3,-0.4292611541169959,901,0,-0.3561758237395022,0,0,1,1,4,1,1,9,4,1,4,2,1920.0,1,1,216,1,3,2,0,0,40,0,0,0,0,3,2,0,7,2006,2,3,-0.0865603129717558,0,0,0
183,20,3,-1.069119436254559,-0.2321977551268347,1,2,0,1,1,0,0,5,0,1,3,3,5,6,1957,2006,2,0,2,1,2,98.0,1,3,4,0,1,0,0,0,0,0,0,0,2,4,1,3,-0.3854670891363562,0,0,-0.3854670891363562,0,0,1,0,3,1,1,7,4,1,4,4,1957.0,2,1,252,2,3,2,116,0,0,180,0,0,0,2,2,0,6,2007,2,3,-0.10555054870107249,0,0,0
184,50,1,-1.0450354164949829,-0.21802482685468405,1,2,0,1,1,0,0,4,2,1,3,1,7,5,2003,2003,0,0,10,10,1,0.0,1,3,4,3,3,1,5,0,5,0,1362,1362,2,4,1,3,-0.38378695799979634,720,0,-0.3428032086031111,0,0,2,1,3,1,2,6,1,0,1,2,2003.0,1,2,484,2,3,0,280,238,0,0,0,0,0,3,2,0,6,2008,2,3,-0.08657816114697549,0,0,0
185,50,3,-0.8882234356918257,-0.24483471136815982,1,2,1,1,1,0,0,3,4,0,3,1,5,8,1908,1991,0,0,0,7,1,0.0,1,3,4,1,3,1,5,0,5,0,504,504,2,3,1,3,-0.4248025465472668,316,0,-0.3925687064554714,0,0,1,0,3,1,1,5,4,0,1,4,1986.0,1,2,576,2,3,2,104,0,0,0,0,0,0,2,2,0,6,2006,2,3,-0.1033696456304849,0,0,0
186,75,1,-0.8961166949145001,-0.17935277222521231,1,2,3,1,1,0,0,4,0,1,3,2,10,9,1892,1993,0,1,2,1,1,0.0,2,2,1,2,3,2,5,0,5,0,1107,1107,2,4,1,3,-0.37281235964688086,1518,572,-0.2965523360942084,0,0,2,1,4,1,3,12,4,2,3,2,1993.0,1,3,840,3,3,2,0,260,0,0,410,0,0,4,2,0,6,2006,2,3,-0.057563360218911654,0,0,0
187,80,3,-1.0028194197605125,-0.22640583180904517,1,2,1,1,1,4,0,9,2,1,3,4,7,5,1990,1991,0,0,6,6,1,0.0,1,3,4,3,3,3,6,611,5,0,577,1188,2,4,1,3,-0.39557842416333133,0,0,-0.39557842416333133,1,0,2,0,3,1,2,6,4,0,1,4,1990.0,1,2,497,2,3,2,168,27,0,0,0,0,0,4,2,0,6,2009,2,3,-0.09181371476024905,1,0,0
188,50,3,-1.069119436254559,-0.22362731208746742,1,2,0,1,1,0,0,4,2,1,3,1,5,7,1916,1987,0,0,6,6,1,0.0,1,3,2,1,3,1,5,0,5,0,660,660,2,4,1,3,-0.44233316494221603,704,144,-0.3642652007513507,0,0,2,1,3,1,1,8,2,0,1,2,1916.0,1,1,180,1,1,0,0,0,0,140,0,0,0,2,2,0,8,2009,2,3,-0.10104153026714531,0,0,0
189,90,3,-1.0374847852737834,-0.2486675022122408,1,2,0,0,1,0,0,10,1,1,2,0,5,5,1979,1979,0,0,7,7,4,275.0,1,3,2,3,3,3,6,1086,5,0,0,1086,2,2,1,3,-0.39496742083400704,0,0,-0.39496742083400704,2,0,0,2,2,2,1,6,4,2,3,2,1979.0,1,2,528,2,3,2,120,0,0,0,0,0,0,3,2,0,6,2009,2,1,-0.09625856835781178,0,0,0
190,120,3,-1.3036152689952354,-0.27321558590317224,1,2,0,1,1,0,0,20,2,1,4,3,8,5,2001,2002,0,0,9,9,1,0.0,2,3,4,4,3,3,6,1153,5,0,440,1593,2,4,1,3,-0.3680474541582267,0,0,-0.3680474541582267,1,0,1,1,0,1,3,5,4,1,4,4,2001.0,3,2,682,2,3,2,0,120,0,0,224,0,0,3,2,0,8,2008,2,3,-0.07414013479549242,0,0,0
191,70,3,-0.9964393026543474,-0.22270193295647975,1,2,0,0,1,0,1,16,2,1,3,5,8,8,1932,1994,2,0,8,8,1,0.0,2,3,2,3,4,1,1,297,5,0,556,853,2,2,1,3,-0.3708064454440533,1178,0,-0.319238426992172,0,0,2,1,3,1,2,10,0,2,3,2,1932.0,1,2,440,2,3,2,0,74,0,0,0,0,0,3,2,0,12,2007,2,3,-0.07089162527817261,0,0,0
192,60,3,-1.0028194197605125,-0.2445361282677556,1,2,1,1,1,4,0,8,2,1,3,5,7,9,1972,2004,0,0,6,6,2,138.0,1,3,2,2,3,1,4,626,5,0,99,725,2,3,1,3,-0.4558434036128928,754,0,-0.3754131923629882,1,0,1,1,4,1,2,7,4,0,1,4,1972.0,3,2,484,2,3,2,0,32,0,0,0,0,0,3,2,0,6,2007,2,3,-0.08957423557299811,1,0,0
193,20,3,-1.0093725426622215,-0.23249598062182786,1,2,1,1,1,0,0,14,2,1,3,3,7,5,1999,1999,0,0,10,10,1,0.0,2,3,4,3,3,3,6,560,5,0,871,1431,2,4,1,3,-0.37873998128126696,0,0,-0.37873998128126696,1,0,2,0,3,1,2,6,4,0,1,4,1999.0,3,2,666,2,3,2,0,35,0,0,0,0,0,3,2,0,9,2009,2,3,-0.08804026600532422,0,0,0
194,160,1,-1.9296538675395942,-0.32588166930011125,1,2,0,1,1,0,0,5,2,1,1,5,7,5,2004,2004,0,0,10,10,4,50.0,2,3,4,3,3,1,5,0,5,0,970,970,2,4,1,3,-0.42067999673443746,739,0,-0.36122528215854627,0,0,2,0,3,1,2,7,0,0,1,2,2004.0,1,2,380,2,3,2,0,40,0,0,0,0,0,3,2,0,5,2006,2,3,-0.10247720897695804,0,0,0
195,20,3,-1.069119436254559,-0.24715651952759177,1,2,1,1,1,0,0,14,2,1,3,3,5,7,1972,1972,2,0,6,6,1,0.0,1,3,2,2,3,3,4,390,5,0,474,864,2,2,1,3,-0.4342344550437217,0,0,-0.4342344550437217,0,0,1,0,3,1,1,5,4,0,1,2,1989.0,1,1,352,2,3,2,0,0,0,0,0,0,0,3,2,0,5,2008,2,3,-0.1033696456304849,0,0,0
196,160,3,-1.9296538675395942,-0.33467147790453344,1,2,0,1,1,2,0,11,2,1,1,5,6,6,1976,1976,0,0,7,5,1,0.0,1,3,2,3,3,1,4,566,5,0,289,855,2,2,1,3,-0.43548760915463475,601,0,-0.37698938434753554,0,0,2,1,3,1,1,7,4,1,3,4,1976.0,1,2,440,2,3,2,87,0,0,0,0,0,0,3,2,0,7,2009,2,3,-0.0974533712896209,0,0,0
197,20,3,-0.9456896214620072,-0.229793311796052,1,2,0,1,1,0,0,18,2,1,3,3,7,5,2007,2007,2,0,9,9,4,205.0,3,3,4,4,3,1,6,1126,5,0,600,1726,2,4,1,3,-0.360276027514993,0,0,-0.360276027514993,1,0,2,0,3,1,3,8,4,1,4,4,2007.0,3,3,786,2,3,2,171,138,0,0,266,0,0,3,2,0,9,2007,3,4,-0.07122520749063461,0,0,0
198,75,3,-0.7028832706976742,-0.17412642664554837,1,2,0,1,1,1,0,8,0,1,3,5,8,4,1918,1990,0,0,5,2,1,0.0,2,2,4,2,3,1,6,1036,3,184,140,1360,2,3,1,3,-0.38393822147669887,1360,392,-0.30832677784015855,1,1,2,0,4,1,2,8,4,1,5,2,1918.0,1,2,795,2,3,2,0,16,552,0,0,512,1,4,2,0,3,2006,2,0,-0.0808886987398928,0,0,0
199,75,1,-0.8882234356918257,-0.26506281600061393,1,2,0,1,1,1,0,4,2,1,3,2,6,6,1912,1950,0,0,2,1,1,0.0,1,3,2,2,3,1,5,0,5,0,755,755,2,4,1,3,-0.4256762204526048,929,371,-0.33667691849323395,0,0,1,0,5,1,1,8,4,0,1,0,1980.0,0,0,0,0,0,2,0,198,30,0,0,0,0,2,2,0,7,2009,2,0,-0.11114369280939394,0,0,1
200,20,3,-0.9613976414125558,-0.228651692854435,1,2,0,1,1,0,0,21,2,1,3,3,8,5,2004,2005,2,0,10,10,2,262.0,2,3,4,4,3,3,6,1088,5,0,625,1713,2,4,1,3,-0.36100082950848805,0,0,-0.36100082950848805,1,0,2,0,3,1,3,7,4,1,4,4,2004.0,3,3,856,2,3,2,0,26,0,0,170,0,0,3,2,0,1,2009,2,3,-0.07548472868095442,0,0,0
201,20,1,-0.9406881137783641,-0.2358809624856165,1,2,0,1,1,1,0,5,2,1,3,3,4,5,2003,2004,0,0,10,10,1,0.0,1,3,4,3,3,1,5,0,5,0,1121,1121,2,4,1,3,-0.4044565686882173,0,0,-0.4044565686882173,0,0,2,0,2,1,1,5,4,0,1,4,2003.0,2,2,440,2,3,2,132,64,0,0,0,0,0,3,2,0,3,2010,2,3,-0.09966608830757201,0,0,0
202,20,3,-0.9668839671711909,-0.22531934054379502,1,2,0,1,1,0,0,9,2,1,3,3,6,6,1977,1977,0,0,7,7,1,0.0,1,3,2,2,3,1,4,641,3,279,276,1196,2,2,1,3,-0.39032165805727204,0,0,-0.39032165805727204,0,1,2,0,3,1,1,6,4,2,2,2,1980.0,1,2,473,2,3,2,238,83,0,0,0,0,0,2,2,0,2,2008,2,3,-0.09213178044691316,0,0,0
203,50,3,-1.1696950179202557,-0.24883803643897587,1,2,0,1,1,1,0,4,0,1,3,1,6,6,1924,1950,0,0,4,3,1,0.0,1,2,1,1,3,1,3,617,5,0,0,617,2,3,1,3,-0.43409629972198244,445,0,-0.3878174511573601,0,0,2,0,2,1,1,6,3,0,1,4,1924.0,1,1,398,2,3,2,0,0,126,0,0,0,0,3,2,0,5,2006,0,3,-0.10823115582248914,0,0,0
204,120,1,-1.0028194197605125,-0.28080276633899287,1,2,0,1,1,0,0,14,2,1,4,3,6,5,2004,2004,0,0,10,10,2,205.0,2,3,4,3,3,3,6,662,5,0,186,848,2,4,1,3,-0.43647462033581724,0,0,-0.43647462033581724,1,0,1,0,1,1,2,3,4,1,4,4,2004.0,2,2,420,2,3,2,149,0,0,0,0,0,0,3,2,0,1,2008,2,3,-0.09732779592116114,1,0,0
205,50,1,-1.1696950179202557,-0.29893499903556836,1,0,0,1,1,0,0,4,2,1,3,1,5,7,1947,1950,0,0,0,0,1,0.0,1,3,2,2,3,1,3,312,5,0,408,720,2,2,1,3,-0.45672385774327084,564,0,-0.3899123854334005,0,0,1,1,2,1,1,5,4,0,1,2,1948.0,1,1,240,2,3,2,0,35,0,0,0,0,0,1,2,0,4,2009,2,3,-0.10893611778845351,0,0,0
206,20,3,-0.8627712323198325,-0.21585814347117244,1,2,0,1,1,1,0,13,2,1,3,3,7,5,1990,1990,0,0,6,6,1,0.0,1,3,4,3,3,1,5,0,5,0,1424,1424,2,4,1,3,-0.37796482959691885,0,0,-0.37796482959691885,0,0,2,0,3,1,1,5,4,0,1,4,1990.0,2,2,500,2,3,2,0,34,0,508,0,0,0,3,2,0,5,2009,2,3,-0.09026968471968286,0,0,0
207,20,3,-1.3225674644556782,-0.2075334940062909,1,2,1,1,1,4,0,6,3,1,3,3,5,5,1962,1962,0,0,6,6,1,0.0,1,2,2,2,3,1,5,0,5,0,1140,1140,2,2,1,3,-0.3619594867839381,0,0,-0.3619594867839381,0,0,1,1,3,1,1,8,2,1,3,4,1962.0,2,1,349,2,3,2,0,30,0,0,0,0,0,3,2,0,3,2007,2,3,-0.09863209763211175,0,0,0
208,20,3,-1.0028194197605125,-0.21275788516517774,1,2,1,1,1,0,0,8,2,1,3,3,4,5,1960,1960,0,0,2,1,1,0.0,1,3,4,2,3,1,4,419,2,306,375,1100,2,2,1,3,-0.40653350301556884,0,0,-0.40653350301556884,1,0,1,0,3,1,1,6,4,1,0,4,1960.0,2,1,312,2,3,2,355,0,0,0,0,0,0,0,2,0,4,2008,2,3,-0.0993978164364841,1,0,0
209,60,3,-1.0028194197605125,-0.20472106288089428,1,2,1,2,1,0,1,10,2,1,3,5,7,5,1988,1989,0,0,7,7,2,128.0,2,3,2,3,3,4,6,1065,5,0,92,1157,2,4,1,3,-0.3988868703428192,882,0,-0.34367963070858193,1,0,2,1,3,1,1,7,4,1,4,4,1988.0,3,2,454,2,3,2,60,55,0,0,154,0,0,3,2,0,4,2007,2,3,-0.07522562957351143,1,0,0
210,20,3,-0.9668839671711909,-0.23812732973347767,1,2,0,1,1,0,0,8,2,1,3,3,6,7,1964,1964,2,0,6,6,4,260.0,1,3,2,3,3,1,1,787,5,0,305,1092,2,4,1,3,-0.4073385951061741,0,0,-0.4073385951061741,1,0,1,0,3,1,1,6,4,0,1,4,1964.0,2,2,504,2,2,2,0,0,0,0,0,0,0,2,2,0,7,2008,2,3,-0.09834630622120517,0,0,0
211,30,3,-1.0161067395321588,-0.2640038055631297,1,2,0,1,1,0,0,5,2,1,3,3,5,6,1925,1950,0,0,5,2,1,0.0,1,3,2,2,3,1,1,468,5,0,396,864,2,2,0,2,-0.4342344550437217,0,0,-0.4342344550437217,1,0,1,0,2,1,1,5,4,0,1,0,1980.0,0,0,0,0,0,2,0,0,96,0,0,0,0,3,2,0,4,2008,2,3,-0.11350440443176088,0,0,1
212,20,3,-0.92632740683893,-0.22356897003127138,1,2,0,1,1,1,0,5,2,1,3,3,6,5,2009,2009,0,0,10,10,1,0.0,1,3,4,3,3,2,6,36,5,0,1176,1212,2,4,1,3,-0.3960177006786774,0,0,-0.3960177006786774,0,0,2,0,3,1,2,6,4,0,1,4,2009.0,2,2,460,2,3,2,100,22,0,0,0,0,0,3,2,0,3,2010,2,3,-0.08918364226909672,0,0,0
213,60,4,-0.9841682457564862,-0.23518744711584716,1,2,0,1,1,0,0,18,2,1,3,5,7,5,2009,2009,0,0,10,10,1,0.0,1,3,4,3,3,1,6,822,5,0,78,900,2,4,1,3,-0.4253007132450431,920,0,-0.353598466632561,1,0,2,1,3,1,2,7,4,1,3,4,2009.0,2,2,644,2,3,2,168,108,0,0,0,0,0,3,2,0,7,2009,3,4,-0.0783738938683767,0,0,0
214,20,3,-1.2686365987620012,-0.20797587396333994,1,2,3,1,1,4,0,14,2,1,3,3,5,5,1995,1995,0,0,10,10,1,0.0,1,3,4,3,3,1,4,716,5,0,274,990,2,4,1,3,-0.4183440764874021,0,0,-0.4183440764874021,0,1,1,0,3,1,1,5,4,0,1,4,1996.0,1,2,576,2,3,2,224,0,0,0,0,0,0,3,2,0,7,2006,2,3,-0.09561920296756767,0,0,0
215,60,3,-1.0028194197605125,-0.2208460606644667,1,2,1,1,1,2,0,14,2,1,3,5,6,7,1977,1977,0,0,6,6,2,153.0,1,3,2,3,3,1,6,378,5,0,311,689,2,4,1,3,-0.46237481699004596,703,0,-0.3815523769018242,0,0,1,1,3,1,1,6,4,0,1,4,1977.0,3,1,299,2,3,2,0,36,0,0,0,0,0,2,1,450,3,2010,2,3,-0.09428063806636029,1,0,0
216,20,3,-0.9841682457564862,-0.2260124743273047,1,2,1,1,1,0,0,8,2,1,3,3,5,6,1957,1996,0,0,6,6,2,64.0,1,3,2,2,3,1,2,360,5,0,710,1070,2,2,1,3,-0.39393063336093187,0,0,-0.39393063336093187,0,1,1,0,2,1,2,6,3,1,2,4,1957.0,1,1,447,2,3,2,0,0,0,0,0,0,0,2,2,0,5,2006,2,3,-0.10119641828804471,0,0,0
217,20,3,-1.0301533560860319,-0.23659893826695091,1,2,0,1,1,0,0,14,2,1,3,3,7,5,2004,2004,0,0,10,10,2,266.0,2,3,4,3,3,2,6,946,5,0,490,1436,2,4,1,3,-0.37838667678331633,0,0,-0.37838667678331633,1,0,2,0,3,1,2,8,4,0,1,4,2004.0,1,2,484,2,3,2,139,98,0,0,0,0,0,3,2,0,4,2008,2,3,-0.08484239403556876,0,0,0
